school_id,school_name,learner_id,module,score_pct,passed,assessment_date,record_source,source_file,school_id_raw,school_folder,extracted_name,extracted_school,school_match_tier,canonical_school_name,resolved_school_id,internal_learner_id,match_route,match_note
,,,internet_basics,44.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,69.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,25.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,57.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,57.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,18.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,26.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,68.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,43.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,41.5,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,43.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,23.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,34.3,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,68.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,16.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,28.3,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,64.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,31.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,40.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,56.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,42.5,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,39.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,61.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,15.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,47.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,76.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,32.0,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,44.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,35.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,20.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,39.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,51.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,33.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,20.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,57.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,40.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,51.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,37.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,29.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,15.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,64.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,,,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,41.4,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,58.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,22.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,36.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,38.6,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,17.5,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,15.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,56.1,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,20.2,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,47.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,61.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,26.3,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,12.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,50.8,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,27.7,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,29.3,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,73.0,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,43.0,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,61.9,False,,csv,Isomo Circles - Cohort 2 - GS Maranyundo - IS_SCH_025 - NorthStar Baseline Assessment - Sheet1.csv,,Gs Maranyundo,,IS_SCH_025,normalized,GS Maranyundo,ID_SCH_452997,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,26.3,False,2026-02-28,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Valentin Hatangimana - IS_CIR_0030 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Valentin Hatangimana,IS_SCH_019,no_school_info,,,ID_LRN_840797,matched_exact,HATANGIMANA Valentin
,,,basic_computer_skills,53.9,False,2026-02-28,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Chance Colnel - IS_CIR_0033 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Chance Colnel,IS_SCH_019,no_school_info,,,ID_LRN_946706,matched_exact,CHANCE Colnel
,,,info_literacy,17.5,False,2026-07-03,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Chance Colnel - IS_CIR_0033 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Chance Colnel,IS_SCH_019,no_school_info,,,ID_LRN_946706,matched_exact,CHANCE Colnel
,,,internet_basics,17.4,False,2026-02-28,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Chance Colnel - IS_CIR_0033 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Chance Colnel,IS_SCH_019,no_school_info,,,ID_LRN_946706,matched_exact,CHANCE Colnel
,,,basic_computer_skills,64.2,False,2026-01-03,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Claudine Ishime - IS_CIR_0037 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Claudine Ishime,IS_SCH_019,no_school_info,,,ID_LRN_144049,matched_exact,Claudine Ishime
,,,info_literacy,36.8,False,2026-03-08,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Claudine Ishime - IS_CIR_0037 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Claudine Ishime,IS_SCH_019,no_school_info,,,ID_LRN_144049,matched_exact,Claudine Ishime
,,,internet_basics,42.5,False,2026-03-08,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Claudine Ishime - IS_CIR_0037 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Claudine Ishime,IS_SCH_019,no_school_info,,,ID_LRN_144049,matched_exact,Claudine Ishime
,,,basic_computer_skills,63.1,False,2026-02-21,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Blessing Iratuzi - IS_CIR_0038 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Blessing Iratuzi,IS_SCH_019,no_school_info,,,ID_LRN_147404,matched_exact,IRATUZI Blessing
,,,internet_basics,52.7,False,2026-02-21,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Blessing Iratuzi - IS_CIR_0038 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Blessing Iratuzi,IS_SCH_019,no_school_info,,,ID_LRN_147404,matched_exact,IRATUZI Blessing
,,,basic_computer_skills,51.9,False,2026-01-03,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Samuel Bizimana - IS_CIR_0046 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Samuel Bizimana,IS_SCH_019,no_school_info,,,ID_LRN_671023,matched_exact,BIZIMANA Samuel
,,,info_literacy,26.3,False,2026-01-03,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Samuel Bizimana - IS_CIR_0046 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Samuel Bizimana,IS_SCH_019,no_school_info,,,ID_LRN_671023,matched_exact,BIZIMANA Samuel
,,,internet_basics,35.7,False,2026-01-03,pdf_text_extract,Isomo Circles - Cohort 2 - GS St Paul Muko - IS_SCH_019 - Samuel Bizimana - IS_CIR_0046 - NorthStar Baseline Assessment.pdf,,Gs St Paul Muko,Samuel Bizimana,IS_SCH_019,no_school_info,,,ID_LRN_671023,matched_exact,BIZIMANA Samuel
,,,basic_computer_skills,97.2,True,,csv,Isomo Circles - Cohort 2 - Ps St Jean Paul II - IS_SCH_038 - NorthStar Baseline Assessment - Northstar.csv,,Ps St Jeanpaul II,,IS_SCH_038,needs_manual_review,,,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,61.8,False,,csv,Isomo Circles - Cohort 2 - Ps St Jean Paul II - IS_SCH_038 - NorthStar Baseline Assessment - Northstar.csv,,Ps St Jeanpaul II,,IS_SCH_038,needs_manual_review,,,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,internet_basics,79.5,False,,csv,Isomo Circles - Cohort 2 - Ps St Jean Paul II - IS_SCH_038 - NorthStar Baseline Assessment - Northstar.csv,,Ps St Jeanpaul II,,IS_SCH_038,needs_manual_review,,,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,basic_computer_skills,98.6,True,,csv,Isomo Circles - Cohort 2 - Ps St Jean Paul II - IS_SCH_038 - NorthStar Baseline Assessment - Northstar.csv,,Ps St Jeanpaul II,,IS_SCH_038,needs_manual_review,,,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
,,,info_literacy,72.8,False,,csv,Isomo Circles - Cohort 2 - Ps St Jean Paul II - IS_SCH_038 - NorthStar Baseline Assessment - Northstar.csv,,Ps St Jeanpaul II,,IS_SCH_038,needs_manual_review,,,,unresolvable_csv_source,CSV rows carry no learner identifier — school-level only
